,"Mean HDL cholesterol, age-standardized","Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",Out-of-pocket expenditure (OOP) per capita in US$,"Nursing and midwifery personnel (per 10,000)",per_capita-Alzheimer's Disease and Other Dementias
1939,1.1,0.258,13.2,2.2,3.265,5.265547573152918e-05
1940,1.1,0.5543,13.5,2.25,3.304,5.341672720894611e-05
1941,1.1,0.26,13.7,2.27,3.383,5.4505567709614616e-05
1942,1.1,0.5543,14.0,2.28,3.628,5.470026448793971e-05
1943,1.1,0.5543,14.3,2.6,3.883,5.559900134491745e-05
1944,1.1,0.455,14.6,2.23,3.949,5.6017563604567824e-05
1945,1.1,0.487,15.0,1.83,4.04,5.638464175143544e-05
1946,1.1,0.524,15.3,2.0,3.928,5.656054867741131e-05
1947,1.1,0.546,15.7,1.92,4.057,5.638729892676174e-05
1948,1.1,0.568,16.2,3.26,4.185,5.6107342309733446e-05
1949,1.1,0.5543,16.6,4.45,4.184,5.548323385769984e-05
1950,1.1,0.5543,17.1,4.46,4.469,5.544772516518917e-05
1951,1.1,0.5543,17.7,3.29,4.802,5.49167667753561e-05
1952,1.1,0.761,18.3,3.5,4.81,5.486626517204638e-05
1953,1.1,0.838,18.8,3.87,4.805,5.622098776888704e-05
1954,1.1,0.846,19.4,3.94,4.727,5.478264296693336e-05
1955,1.1,5.472769230769231,31.9,3.71,9.011909090909093,7.167118743221276e-05
1956,1.1,5.472769230769231,32.6,3.85,9.011909090909093,7.387524932896648e-05
1957,1.1,5.472769230769231,33.3,5.64,9.011909090909093,7.615607800221628e-05
1958,1.1,5.472769230769231,34.1,5.3,9.011909090909093,7.850896996393532e-05
1959,1.1,3.663,34.9,5.36,9.011909090909093,8.092116993077408e-05
1960,1.1,3.797,35.7,6.12,7.461,8.332659048393727e-05
1961,1.1,4.158,36.6,6.16,7.866,8.600188047020825e-05
1962,1.1,4.393,37.5,7.9,8.086,8.83958284433856e-05
1963,1.1,4.748,38.3,11.75,8.296,9.067906519074236e-05
1964,1.1,4.883,39.2,14.9,8.615,9.277607365447243e-05
1965,1.1,5.224,40.1,15.83,8.933,9.495571005079232e-05
1966,1.1,5.506,41.0,20.53,9.212,9.731516803283211e-05
1967,1.1,5.802,41.9,27.7,9.505,9.95884410576395e-05
1968,1.1,5.472769230769231,42.7,26.39,9.011909090909093,0.0001019081438927
1969,1.1,5.472769230769231,43.6,34.75,9.011909090909093,0.0001045810218774
1970,1.1,5.472769230769231,44.4,43.47,9.011909090909093,0.0001067112536232
1971,1.1,6.195,45.3,44.42,10.343,0.0001089814495292
1972,1.1,8.638,46.1,43.79,9.011909090909093,0.0001113515509436
1973,1.1,6.77,46.9,45.26,9.993,0.0001148149705494
1974,1.1,7.369,47.7,45.58,10.821,0.0001158135003852
1975,1.2,4.702,25.4,14.03,22.102125,6.812989254489971e-05
1976,1.2,4.702,26.0,11.74,22.102125,6.873036921127509e-05
1977,1.2,4.702,26.7,11.92,22.102125,6.987400238285649e-05
1978,1.2,4.702,27.3,17.12,22.102125,7.058479502679701e-05
1979,1.2,3.135,28.0,22.44,32.212,7.126319241161619e-05
1980,1.2,4.702,28.7,23.88,22.102125,7.24724851061648e-05
1981,1.2,4.702,29.4,23.18,22.102125,7.368912655936683e-05
1982,1.2,3.857,30.1,27.05,28.657,7.588104172587322e-05
1983,1.2,4.702,30.9,28.45,22.102125,7.75613560597682e-05
1984,1.2,4.702,31.8,32.59,22.102125,8.014549489843099e-05
1985,1.2,4.702,32.7,47.99,22.102125,8.174882345120042e-05
1986,1.2,4.702,33.5,57.98,22.102125,8.381507600397656e-05
1987,1.2,4.702,34.3,60.07,22.102125,8.634111296003192e-05
1988,1.2,4.702,35.1,48.33,18.402,8.841643867747332e-05
1989,1.2,4.702,36.0,41.57,18.527,9.097500643648172e-05
1990,1.2,4.702,36.8,35.82,18.856,9.356748407883716e-05
1991,1.2,4.702,37.7,32.69,20.424,9.573954528660284e-05
1992,1.2,5.914,38.6,36.48,20.199,9.74893801419499e-05
1993,1.2,5.902,39.4,37.39,19.54,9.972537509933408e-05
1994,1.2,4.702,40.3,35.18,22.102125,0.0001011045673988
1995,1.1,6.265833333333333,15.3,4.77,21.90571428571429,4.065571012067695e-05
1996,1.1,6.265833333333333,15.8,5.39,21.90571428571429,4.1917278973385054e-05
1997,1.1,6.265833333333333,16.3,5.57,21.90571428571429,4.330807029232947e-05
1998,1.1,6.265833333333333,16.8,6.1,21.90571428571429,4.483284693373393e-05
1999,1.1,2.118,17.4,6.83,4.652,4.661469483886592e-05
2000,1.1,6.265833333333333,18.0,7.12,21.90571428571429,4.846114995466871e-05
2001,1.1,6.265833333333333,18.6,5.93,21.90571428571429,5.036608826148937e-05
2002,1.1,6.265833333333333,19.3,10.61,21.90571428571429,5.23216059628232e-05
2003,1.1,6.265833333333333,20.1,11.77,21.90571428571429,5.433209821200583e-05
2004,1.1,6.265833333333333,20.9,12.15,21.90571428571429,5.647091576289862e-05
2005,1.1,6.265833333333333,21.8,16.85,21.90571428571429,5.854547750520416e-05
2006,1.1,6.265833333333333,22.8,20.25,21.90571428571429,6.069702779175367e-05
2007,1.1,5.159,23.8,19.25,15.98,6.259474941458352e-05
2008,1.1,5.64,24.8,22.89,18.729,6.414665818914246e-05
2009,1.1,6.265833333333333,25.9,25.92,21.369,6.557593745191528e-05
2010,1.1,6.265833333333333,27.1,28.46,21.90571428571429,6.700198508435658e-05
2011,1.1,6.265833333333333,28.0,26.79,21.90571428571429,6.835590562637304e-05
2012,1.1,9.101,28.9,28.87,28.479,6.965976882877525e-05
2013,1.1,7.486,29.8,29.52,31.084,7.232368086750203e-05
2014,1.1,8.091,30.7,30.84,33.047,7.262175327661163e-05
2015,1.3,24.427,28.9,223.76,103.958,0.0003658464395351
2016,1.3,25.193,29.7,227.72,107.231,0.0003682976143849
2017,1.3,25.815,30.6,249.72,79.682,0.0003716213349542
2018,1.3,26.2,31.5,311.6,81.362,0.0003778841803486
2019,1.3,26.469,32.6,367.49,82.584,0.0003730403241344
2020,1.3,26.997,33.7,377.95,83.058,0.0003767079857246
2021,1.3,27.791,34.9,339.73,82.971,0.0003822201574626
2022,1.3,27.724,36.1,370.49,83.82,0.0003883549297407
2023,1.3,28.49,37.4,534.13,84.924,0.0003967079939707
2024,1.3,29.057,38.8,479.13,117.528,0.0004038710984141
2025,1.4,29.516,40.2,472.21,118.751,0.0004121555415039
2026,1.4,31.243,41.7,527.42,120.45,0.0004224878336594
2027,1.4,32.463,43.1,533.25,122.767,0.0004335759701127
2028,1.4,33.058,44.5,638.18,124.05,0.0004427839369103
2029,1.4,34.194,45.9,649.1,105.295,0.0004520851375263
2030,1.4,34.917,47.4,527.82,107.489,0.0004638331678064
2031,1.4,35.47,48.8,536.01,109.279,0.0004758779589877
2032,1.4,36.266,50.2,545.21,112.466,0.0004864580748177
2033,1.4,37.092,51.5,576.14,115.184,0.000497871782505
2034,1.3473684210526315,37.689,52.9,564.33,110.845,0.0005062011528956
2035,1.3,22.324,49.5,161.89,175.735,0.0003011256048811
2036,1.3,21.728,50.6,178.25,180.537,0.0003105882990548
2037,1.3,21.177,51.6,200.12,93.604,0.0003191006901193
2038,1.3,21.775,52.7,247.75,90.783,0.0003196742857388
2039,1.3,21.922,53.7,279.83,94.314,0.0003240883735853
2040,1.3,21.052,54.8,322.93,97.067,0.0003297742417415
2041,1.4,22.707,55.8,318.55,93.877,0.0003379002846968
2042,1.4,22.927,56.8,309.18,97.73,0.0003470187963674
2043,1.4,24.531,57.7,375.77,102.845,0.000355101043259
2044,1.4,25.689,58.6,333.74,102.551,0.0003621762663946
2045,1.4,26.114,59.5,384.6,105.76,0.0003713304660068
2046,1.4,26.329,60.3,438.67,106.167,0.0003824865447946
2047,1.4,26.783,61.1,466.81,104.545,0.000391409870368
2048,1.4,27.817,61.8,489.24,104.223,0.000397927842876
2049,1.4,28.604,62.4,532.49,105.399,0.0004075498033129
2050,1.4,30.302,63.0,478.76,107.749,0.0004159163012378
2051,1.4,31.524,63.5,508.61,109.119,0.0004250707724957
2052,1.4,33.296,63.9,534.99,109.283,0.0004343365791438
2053,1.4,34.205,64.4,521.37,111.202,0.000447639384018
2054,1.368421052631579,35.149,64.7,515.63,112.427,0.000451051718996
2055,1.0,7.993533333333333,37.7,23.17,13.07092857142857,7.870663018076632e-05
2056,1.0,7.993533333333333,38.3,23.04,13.07092857142857,8.016596980832458e-05
2057,1.0,7.993533333333333,38.9,25.99,13.07092857142857,8.161801458519877e-05
2058,1.0,3.864,39.6,23.67,11.077,8.267956858856595e-05
2059,1.0,7.993533333333333,40.3,27.18,13.07092857142857,8.376031840474141e-05
2060,1.0,4.996,41.1,28.34,11.573,8.486569386912761e-05
2061,1.0,4.924,41.9,32.74,11.578,8.485868219524353e-05
2062,1.0,5.265,42.8,38.75,11.824,8.728159260798878e-05
2063,1.0,6.486,43.8,43.96,12.916,8.894161667733844e-05
2064,1.0,7.032,44.7,42.54,13.028,9.02337324371319e-05
2065,1.0,7.278,45.7,43.47,12.647,9.171280260764122e-05
2066,1.0,8.137,46.7,46.67,13.657,9.335896557560214e-05
2067,1.0,8.605,47.7,49.62,13.695,9.515151525732724e-05
2068,1.0,8.981,48.7,51.06,13.597,9.7434046738283e-05
2069,1.0,8.946,49.6,54.51,13.549,0.000100194216058
2070,1.0,9.312,50.6,57.77,13.667,0.0001025748487486
2071,1.0,9.537,51.5,59.4,14.661,0.0001055842681451
2072,1.0,9.895,52.4,60.85,15.524,0.0001083646382122
2073,1.0,16.645,53.3,56.95,13.07092857142857,0.0001128452587815
2074,1.0,7.993533333333333,54.2,55.32,13.07092857142857,0.0001149005882063
2075,1.1,0.3105454545454545,7.1,5.6,2.229375,3.460735896725066e-05
2076,1.1,0.3105454545454545,7.3,5.97,2.229375,3.4500500521292e-05
2077,1.1,0.3105454545454545,7.5,6.59,2.229375,3.502351918356021e-05
2078,1.1,0.3105454545454545,7.7,7.83,2.229375,3.537780265934861e-05
2079,1.1,0.226,7.9,8.59,2.147,3.54987938674771e-05
2080,1.1,0.3105454545454545,8.2,9.13,2.229375,3.563609751674024e-05
2081,1.1,0.3105454545454545,8.5,9.5,2.229375,3.585786322773935e-05
2082,1.1,0.3105454545454545,8.9,11.2,2.229375,3.552656775226009e-05
2083,1.1,0.189,9.3,13.08,1.387,3.6333859360849455e-05
2084,1.1,0.277,9.8,13.23,2.039,3.645569143902766e-05
2085,1.1,0.3105454545454545,10.4,13.35,2.229375,3.665386489498762e-05
2086,1.0,0.3105454545454545,11.0,14.39,2.229375,3.661449839412332e-05
2087,1.0,0.535,11.7,13.84,2.229375,3.671209520084502e-05
2088,1.0,0.511,12.4,13.93,2.229,3.732545971301069e-05
2089,1.0,0.272,13.2,13.7,3.066,3.714473943346539e-05
2090,1.0,0.317,14.1,13.38,2.038,3.745849619636027e-05
2091,1.0,0.328,14.9,13.21,2.695,3.7403624847116486e-05
2092,1.0,0.218,15.9,13.95,2.229375,3.804457905335894e-05
2093,1.0,0.162,16.8,14.82,2.234,4.0245100978039087e-05
2094,1.0578947368421054,0.381,17.8,14.47,2.229375,3.889175086836991e-05
2095,1.0,3.601,17.2,10.67,13.883545454545454,5.14865118059739e-05
2096,1.0,3.601,17.6,11.3,13.883545454545454,5.174549683146513e-05
2097,1.0,3.601,18.0,11.84,13.883545454545454,5.320067551561557e-05
2098,1.0,2.648,18.4,28.72,15.944,5.401231629564822e-05
2099,1.0,3.601,19.0,28.81,13.883545454545454,5.527074572057474e-05
2100,1.0,2.824,19.6,35.99,15.369,5.634048739089741e-05
2101,1.0,3.481,20.3,46.89,15.034,5.7578402763433726e-05
2102,1.0,3.784,21.0,49.71,14.993,5.754311733476442e-05
2103,1.0,3.762,22.0,59.1,14.969,5.825329078301287e-05
2104,1.0,3.782,23.0,51.39,10.768,5.850512787634654e-05
2105,1.0,3.601,24.2,59.01,13.568,5.895248020454054e-05
2106,1.0,3.601,25.5,63.12,13.883545454545454,5.954557116517114e-05
2107,1.0,3.601,26.9,67.46,13.883545454545454,6.000926008306048e-05
2108,1.0,3.828,28.4,72.74,10.258,6.000886976021482e-05
2109,1.0,3.601,30.1,77.54,13.883545454545454,5.935461867548965e-05
2110,1.0,3.601,31.8,70.31,13.883545454545454,5.9489300861772106e-05
2111,1.0,4.494,33.6,59.68,17.551,5.867496215807712e-05
2112,1.1,3.601,35.5,57.09,13.883545454545454,5.9064179550129385e-05
2113,1.1,3.806,37.5,50.54,9.258,6.092516256386438e-05
2114,1.0105263157894735,3.601,39.4,50.4,15.007,5.976693451411046e-05
2115,1.3,33.738,45.6,529.08,166.40755555555558,0.000444305938919
2116,1.4,35.325,46.6,525.49,166.40755555555558,0.0004495929854635
2117,1.4,32.123,47.5,654.5,141.991,0.000454185573611
2118,1.4,32.266,48.5,768.95,146.581,0.0004572595161786
2119,1.4,33.959,49.5,854.42,150.65,0.0004616837466335
2120,1.4,35.56,50.6,933.43,154.807,0.0004672285747068
2121,1.4,37.216,51.7,969.55,157.948,0.0004762710320506
2122,1.4,38.357,52.7,1108.27,159.461,0.0004848824289757
2123,1.4,39.526,53.8,1216.24,160.872,0.0004921996263502
2124,1.4,40.495,55.0,1113.88,164.531,0.0004982256344169
2125,1.4,41.167,56.1,1182.58,166.659,0.0005036027376315
2126,1.4,41.921,57.3,1353.73,169.533,0.0005134436338424
2127,1.4,42.36,58.4,1327.59,170.854,0.0005187720270985
2128,1.4,43.063,59.5,1348.69,172.115,0.0005236410266074
2129,1.4,44.249,60.5,1311.08,174.255,0.0005267755406466
2130,1.4,44.432,61.6,1069.98,178.355,0.0005311266510939
2131,1.4,45.679,62.6,1069.86,179.832,0.0005400323055039
2132,1.4,47.176,63.6,1134.22,181.532,0.0005465509521916
2133,1.4,48.34,64.6,1155.47,182.079,0.0005517741073157
2134,1.394736842105263,49.4,65.5,1109.81,183.281,0.0005463069298816
2135,1.2,14.365,16.0,30.96,34.519,4.234542685834756e-05
2136,1.2,14.802,16.5,29.44,41.40417647058823,4.2616474644604734e-05
2137,1.2,15.144,17.0,27.85,41.40417647058823,4.328871447472293e-05
2138,1.2,15.615,17.6,30.43,41.40417647058823,4.356559320530961e-05
2139,1.2,15.829,18.2,33.6,35.764,4.384615442766783e-05
2140,1.2,16.653,18.9,33.77,36.941,4.4495713394210886e-05
2141,1.2,17.743,19.4,38.25,37.256,4.5484267355795767e-05
2142,1.2,18.471,19.9,43.3,39.116,4.642387930077067e-05
2143,1.2,18.88,20.4,55.46,40.832,4.730395489094862e-05
2144,1.2,19.341,20.9,54.74,42.076,4.880338901731283e-05
2145,1.2,19.274,21.3,55.06,42.3,4.953302488074166e-05
2146,1.2,19.464,21.6,57.78,43.794,5.019883030120289e-05
2147,1.2,20.169,21.9,58.29,44.674,5.080659514910279e-05
2148,1.2,20.381,22.1,41.72,44.969,5.167821024725012e-05
2149,1.2,21.481,22.3,41.05,46.669,5.124581686608536e-05
2150,1.2,20.889,22.5,39.88,45.3,5.019872610844872e-05
2151,1.2,19.249,23.1,38.82,44.115,4.947452687748379e-05
2152,1.2,19.572,23.5,42.56,42.731,4.7891797244819945e-05
2153,1.2,20.031,24.0,40.35,41.965,4.701572778302446e-05
2154,1.2,19.301,24.4,40.96,40.85,4.573158756504827e-05
2155,1.1,6.451,25.6,9.59,4.219,4.906545366945826e-05
2156,1.1,6.593,26.2,8.17,4.297,4.810726638478772e-05
2157,1.1,8.48894117647059,26.8,8.33,5.198,4.722054199398672e-05
2158,1.1,8.48894117647059,27.3,9.47,5.198,4.648037645574774e-05
2159,1.1,7.423,27.8,10.32,4.581,4.584186160406954e-05
2160,1.1,7.882,28.3,14.12,5.198,4.5433966151901975e-05
2161,1.1,8.48894117647059,28.7,19.5,5.198,4.51207537646418e-05
2162,1.1,7.619,29.1,20.61,5.198,4.48445640684429e-05
2163,1.1,7.806,29.5,18.81,5.297,4.478948471541185e-05
2164,1.1,7.951,29.9,17.4,5.443,4.476535744391187e-05
2165,1.1,8.076,30.2,17.78,5.595,4.494460404020754e-05
2166,1.1,8.311,30.5,18.17,4.237,4.5136528390321226e-05
2167,1.1,8.59,30.7,17.36,4.385,4.553548936719785e-05
2168,1.1,8.771,31.0,19.53,5.279,4.616048663999598e-05
2169,1.1,8.972,31.3,23.08,4.622,4.694292808382159e-05
2170,1.1,9.262,31.5,23.81,4.752,4.765783442961087e-05
2171,1.1,9.62,31.8,24.53,4.873,4.8619886332537566e-05
2172,1.1,10.005,32.1,25.45,5.986,4.963282542424916e-05
2173,1.1,9.801,32.3,24.11,9.572,5.155060149265245e-05
2174,1.1,11.179,32.6,21.25,4.832,5.1992942622182464e-05
2175,1.0,14.43511111111111,40.6,78.26,25.16013333333333,0.0001662348125357
2176,1.0,12.439,41.2,80.22,18.413,0.0001720701084075
2177,1.0,13.346,41.8,85.29,19.164,0.0001781302055223
2178,1.0,13.403,42.6,85.08,21.984,0.0001840447602096
2179,1.0,13.216,43.3,94.53,19.909,0.0001891000416535
2180,1.0,13.477,44.2,98.16,20.044,0.0001936588915738
2181,1.0,13.489,45.1,104.9,20.031,0.0001974126776363
2182,1.0,13.032,46.1,120.09,25.16013333333333,0.0002010232852483
2183,1.0,13.808,47.1,138.29,25.16013333333333,0.0002057601356506
2184,1.0,13.092,48.2,150.95,25.16013333333333,0.0002112797182778
2185,1.0,14.058,49.3,164.4,24.765,0.0002175521802715
2186,1.0,14.976,50.3,188.27,23.146,0.0002222246624872
2187,1.0,15.979,51.4,240.44,25.16013333333333,0.0002282022025358
2188,1.0,15.821,52.5,255.53,29.306,0.0002357133545803
2189,1.0,14.43511111111111,53.6,269.61,29.495,0.00024137914789
2190,1.0,15.759,54.6,281.04,27.62,0.0002469220874678
2191,1.0,15.699,55.6,295.57,29.863,0.000253694356596
2192,1.0,15.859,56.6,305.33,30.866,0.0002608481107296
2193,1.0,16.055,57.6,324.84,30.741,0.0002699071870981
2194,1.0,16.324,58.5,328.86,32.055,0.000273933653477
2195,1.2,12.602,29.8,49.16,9.807125,0.0001216261882777
2196,1.2,12.602,30.4,45.98,9.807125,0.0001234746490432
2197,1.2,11.488,31.0,34.7,18.548,0.0001260020629505
2198,1.2,12.602,31.7,36.6,9.807125,0.0001295266916631
2199,1.2,12.602,32.3,47.18,9.807125,0.0001334897462545
2200,1.2,12.602,33.0,51.57,9.807125,0.0001358525744737
2201,1.2,12.602,33.7,64.66,9.807125,0.0001386935598185
2202,1.2,12.602,34.3,86.62,9.807125,0.000140520317782
2203,1.2,12.602,35.0,123.3,9.807125,0.0001434744052139
2204,1.2,12.602,35.7,111.1,9.807125,0.0001481510212088
2205,1.2,12.602,36.4,127.99,9.807125,0.0001522938974219
2206,1.2,12.602,37.1,155.07,9.807125,0.0001548213377244
2207,1.2,12.774,37.8,156.91,10.417,0.0001574540505513
2208,1.2,12.602,38.5,171.03,5.654,0.0001615520593207
2209,1.2,12.602,39.2,179.97,6.143,0.0001636370687932
2210,1.2,12.602,39.8,158.7,6.666,0.0001664388513389
2211,1.2,12.602,40.5,152.56,7.038,0.0001704840523097
2212,1.1,12.602,41.2,164.29,7.387,0.0001729615701281
2213,1.1,13.544,41.8,171.14,16.604,0.0001772820090156
2214,1.1894736842105262,12.602,42.5,161.67,9.807125,0.000177392662668
2215,1.0,12.8546,30.9,33.87,22.38688888888889,0.0001130365923793
2216,1.0,12.8546,31.5,36.55,22.38688888888889,0.000115292162734
2217,1.0,12.8546,32.1,39.28,22.38688888888889,0.0001191088512906
2218,1.0,12.8546,32.7,36.77,22.38688888888889,0.0001238374110282
2219,1.1,12.8546,33.3,38.91,22.38688888888889,0.0001276462076175
2220,1.1,12.8546,33.8,42.29,22.38688888888889,0.0001320220383153
2221,1.1,12.8546,34.2,55.34,22.38688888888889,0.0001366889011062
2222,1.1,16.648,34.5,67.92,35.87,0.0001424256235211
2223,1.1,12.8546,34.8,83.44,22.38688888888889,0.0001496408197015
2224,1.1,9.472,35.1,84.56,13.084,0.0001595608839791
2225,1.1,12.8546,35.3,95.59,22.38688888888889,0.000166574708584
2226,1.1,12.8546,35.4,106.84,22.38688888888889,0.0001721771562077
2227,1.1,11.411,35.5,120.42,15.259,0.0001781078241687
2228,1.1,12.8546,35.6,113.4,22.121,0.0001837228767545
2229,1.1,12.8546,35.7,105.63,20.824,0.0001891008392747
2230,1.1,12.8546,35.7,93.6,20.661,0.000195007390376
2231,1.1,13.048,35.5,91.97,21.761,0.0002032785985077
2232,1.1,12.8546,35.2,95.9,22.13,0.0002121362559162
2233,1.1,13.694,35.0,107.6,29.772,0.0002215122660121
2234,1.0789473684210529,12.8546,34.8,104.12,22.38688888888889,0.0002259028905957
2235,1.1,12.185,30.6,13.5,43.165,6.889752146214429e-05
2236,1.1,12.201,31.3,12.59,42.981,6.82108538535522e-05
2237,1.1,11.107,32.1,13.05,42.675,6.772125329340511e-05
2238,1.1,12.256,32.8,15.38,42.366,6.698428120644465e-05
2239,1.1,11.08,33.5,16.33,42.386,6.70264096692073e-05
2240,1.1,12.289,34.3,24.27,42.752,6.79155941192482e-05
2241,1.1,12.361,35.0,29.65,44.048,6.880037123587836e-05
2242,1.1,12.441,35.8,36.65,46.536,6.967052553581944e-05
2243,1.1,12.558,36.5,44.34,51.221,7.122507122507122e-05
2244,1.1,12.632,37.3,44.07,56.47,7.239483713458111e-05
2245,1.1,12.717,38.1,50.24,47.01030769230769,7.377364380218909e-05
2246,1.1,11.652583333333332,38.8,58.1,47.01030769230769,7.5328523096662e-05
2247,1.1,11.652583333333332,39.5,65.63,47.01030769230769,7.700313177547579e-05
2248,1.1,11.652583333333332,40.1,70.66,47.01030769230769,7.871689009828166e-05
2249,1.1,11.652583333333332,40.8,57.4,47.01030769230769,7.997716540938463e-05
2250,1.1,11.652583333333332,41.5,59.87,47.01030769230769,8.154837958197163e-05
2251,1.1,11.652583333333332,42.1,61.38,47.01030769230769,8.335176232820879e-05
2252,1.1,6.004,42.7,62.03,52.744,8.537573180331376e-05
2253,1.1,11.652583333333332,43.3,64.85,49.351,8.85913072968861e-05
2254,1.1,11.652583333333332,44.0,68.99,54.439,8.921200069645499e-05
2255,1.4,22.053,49.5,74.56,54.888,0.0002620933672242
2256,1.4,22.504,50.4,82.56,54.071,0.0002654253067257
2257,1.5,22.882,51.3,84.21,53.947,0.0002685239591097
2258,1.5,24.188,52.2,95.19,52.656,0.0002710939595861
2259,1.5,22.771,53.0,116.8,54.757,0.0002760206699539
2260,1.5,21.267,53.9,130.63,56.09,0.0002835988520561
2261,1.5,21.671,54.7,143.16,56.126,0.0002913054584508
2262,1.4,21.776,55.5,176.27,57.181,0.0003005589040413
2263,1.4,21.482,56.4,218.09,57.402,0.0003111112588717
2264,1.4,21.593,57.3,186.25,58.059,0.0003247674552762
2265,1.4,21.707,58.2,193.12,58.28,0.0003401129917651
2266,1.4,21.997,59.2,207.55,58.392,0.0003572172928964
2267,1.4,22.242,60.2,197.87,83.839,0.0003752152398508
2268,1.4,22.34,61.2,209.0,58.551,0.0003913629413736
2269,1.4,23.02,62.2,209.7,58.168,0.0004075753893206
2270,1.4,23.252,63.2,187.43,57.802,0.0004272635779482
2271,1.4,24.146,64.2,187.75,57.575,0.0004417817971258
2272,1.4,23.788,65.2,209.72,57.029,0.0004557891824986
2273,1.4,22.482166666666664,66.1,203.52,85.4,0.000469903302306
2274,1.4263157894736842,22.482166666666664,67.0,207.32,59.4848947368421,0.0004855309209245
2275,1.4,32.026,47.3,255.95,57.651,0.0002918070431732
2276,1.4,32.618,48.3,254.99,57.651,0.0003040411185285
2277,1.4,32.996,49.2,264.11,40.246,0.0003161819103118
2278,1.4,33.497,50.3,341.95,42.043,0.0003272914816905
2279,1.4,34.206,51.4,405.17,43.725,0.000336179328582
2280,1.4,34.999,52.5,429.64,45.825,0.0003497942308937
2281,1.4,35.654,53.7,474.16,48.332,0.0003663065830525
2282,1.4,36.483,54.9,547.28,51.147,0.0003842960654472
2283,1.4,37.405,56.2,631.33,53.523,0.0004008650442871
2284,1.4,38.479,57.5,589.06,56.206,0.0004177280301952
2285,1.4,39.756,58.8,558.24,58.921,0.0004354603514514
2286,1.4,41.178,60.0,601.31,61.004,0.0004551915582318
2287,1.4,42.361,61.2,585.75,62.134,0.0004747965929286
2288,1.4,43.932,62.3,584.7,62.837,0.0004930888847116
2289,1.4,45.567,63.5,604.27,63.677,0.0005124916842629
2290,1.4,47.487,64.6,528.83,65.324,0.0005323635565506
2291,1.4,49.397,65.6,551.91,67.296,0.0005546522111876
2292,1.4,51.24,66.6,593.19,69.571,0.0005742877402068
2293,1.4,53.117,67.5,663.06,71.81,0.0005915394361776
2294,1.4,54.837,68.5,676.49,74.097,0.0006088478821878
2295,1.2,27.117875,26.8,180.84,57.394666666666666,1.7190051648291543e-05
2296,1.2,27.117875,27.6,180.94,57.394666666666666,1.6382748667784665e-05
2297,1.2,27.117875,28.4,204.22,57.394666666666666,1.7060309616185686e-05
2298,1.2,27.117875,29.2,225.77,57.394666666666666,1.7671615172033174e-05
2299,1.2,27.117875,30.2,240.32,57.394666666666666,1.6960507458383156e-05
2300,1.2,24.844,31.2,246.04,56.39,1.5423688729396524e-05
